Num;version_texte;version_corrigee;version_unifiee;id;type;lieu;ref_agorha;bio
;Fougères;Gustave Fougères;Fougères, Gustave;gfougeres;savant;;;Helleniste, Fougères est professeur adjoint à la faculté des lettres de Lille (1898) puis à la faculté des lettres de Paris (1906). Directeur de l’École française d'Athènes (1913-1919), il est en contact avec la BAA pour des relevés de monuments en Grèce.
;;;;;;;;
;Berenson;Bernard Berenson;Berenson, Bernard;bberenson;savant;Florence;;"Historien de l'art américian, considéré à partir de 1900 comme une autorité sur l'art italien. Sa ""Villa I Tatti"" près de Florence est le siège du Centre de l'Histoire de la Renaissance de l'Université de Harvard, à laquelle il a légué sa villa avec sa bibliothèque et sa photothèque ainsi que sa collection d'œuvres d'art."
;;;;;;;;
;Guiffrey;Jean Guiffrey;Guiffrey, Jean;jguiffrey;savant;;https://agorha.inha.fr/ark:/54721/74066184-46e6-42ea-9a52-a449f800ba2a;"Fils de l'un des fondateurs de la Société de l'histoire de l'art français, Jean Guiffrey, spécialiste de peintures, entre au musée du Louvre en tant qu'attaché en 1892. Devenu conservateur adjoint (1910) puis conservateur (1918), Guiffrey assure à la BAA la responsabilité de ""La Société de reproduction de dessins de maîtres""."
;Jean Guiffrey;Jean Guiffrey;Guiffrey, Jean;jguiffrey;savant;;https://agorha.inha.fr/ark:/54721/74066184-46e6-42ea-9a52-a449f800ba2a;"Fils de l'un des fondateurs de la Société de l'histoire de l'art français, Jean Guiffrey, spécialiste de peintures, entre au musée du Louvre en tant qu'attaché en 1892. Devenu conservateur adjoint (1910) puis conservateur (1918), Guiffrey assure à la BAA la responsabilité de ""La Société de reproduction de dessins de maîtres""."
;;;;;;;;
;Steeg;Théodore Steeg;Steeg, Théodore;tsteeg;politique;;;Ministre de l'instruction publique et des Beaux-Arts durant 5 mois en 1917, qui œuvre en faveur de la donation de la BAA à l'Université de Paris. 
;;;;;;;;
;J. Hackin;Joseph Hackin;Hackin, Joseph;jhackin;savant;Leipzig;https://agorha.inha.fr/ark:/54721/0c286dac-c67d-4130-962e-c49f241152f1;A la suite de son recrutement en 1907 comme secrétaire d'Émile Guimet, Hackin entreprend des études orientalistes. Devenu un archéologue reconnu, il est nommé en 1923 conservateur du musée Guimet. 
;;;;;;;;
;Pelliot;Paul Pelliot;Pelliot, Paul;ppelliot;savant;Hanoï;https://agorha.inha.fr/ark:/54721/85f38a16-31af-4757-8f53-eb7371821cb0;Professeur de chinois à l’École française d’Extrême-Orient (1901-1904 et 1908-1911), puis sous-directeur (1911-1914), Pelliot effectue d'importantes missions archéologiques sur le terrain, à Hanoi, en Chine  et au Turkestan chinois. Déposées dans un premier temps à la BAA, les photographies de ces missions ont été transférées au musée Guimet après la première guerre mondiale. 
;;;;;;;;
;Le Chatelier;Alfred Le Chatelier;Le Chatelier, Alfred;alechatelier;savant;;;S'agit-il d'Alfred Le Chatelier, directeur de la Revue du monde musulman publiée alors par E. Leroux ?
;;;;;;;;
;Hulot;Hulot;Hulot;hulot;UNDEFINED;;;Hulot recommande le graveur Gabriel-Pascal Quidor pour réaliser des vues de Paris pour la BAA.
;;;;;;;;
;Rhomaides;Rhomaidès;Rhomaidès;rhomaides;artiste;;;Photographe des collections des musées d'Athènes. 
;;;;;;;;
;Elias;Julius Elias;Elias, Julius;jelias;critique;Berlin;;"Critique d’art allemand domicilié à Berlin, Dr Elias figure en 1913-1914 dans l’annuaire des membres de la ""Société d’étude pour la gravure française"", précédemment fondée par Maurice Fenaille avec la participation de Jacques Doucet (1911). "
;;;;;;;;
;Boinet;Amédée Boinet;Boinet, Amédée;aboinet;employe;;https://agorha.inha.fr/ark:/54721/542d9d88-4c79-4661-b354-35c71e2b7088;Archiviste-paléographe, sous-bibliothécaire puis bibliothécaire à la bibliothèque Sainte-Geneviève à Paris, Amédée Boinet semble avoir travaillé en complément pour la BAA. 
;;;;;;;;
;d’Archicourt;Maurice Darchicourt;Darchicourt, Maurice;mdarchicourt;employe;;;D'après les archives d'Étienne Deville, Darchicourt s'occupe à la BAA des périodiques. 
;;;;;;;;
;Lewitska;Sonia Lewitska;Lewitska, Sonia;slewitska;artiste;;;Peintre russe exilée à Paris, proche de Mme Sauton (belle-mère de René-Jean), Lewitska est un temps la compagne du peintre Jean Marchand. 
;;;;;;;;
;Simiriottis;Alexandre Simiriottis;Simiriottis, Alexandre;asimiriottis;artiste;;;Photographe installé à Athènes. 
